Epoch,Balanced Accuracy,Accuracy,Pose Loss,Pose Recall Neg,Pose Recall Pos,MCC,PR AUC,MAE,RMSE,Pearson R,Spearman Rho,C-index,EF_1pct,EF_5pct,Success_at_1,Success_at_5,Success_at_10,Affinity Loss
68,0.71115,0.52489,0.71864,0.46316,0.95914,0.28337,0.50275,1.05317,1.35030,0.75785,0.76240,0.78390,3.97884,1.51573,0.00000,1.00000,1.00000,0.70443
70,0.68338,0.46832,0.75343,0.39705,0.96971,0.25360,0.46509,1.09158,1.37602,0.76152,0.76575,0.78496,4.12048,1.88178,1.00000,1.00000,1.00000,0.73800
72,0.76086,0.63934,0.63833,0.59906,0.92266,0.34525,0.50793,1.04636,1.32895,0.76097,0.76823,0.78472,4.58403,1.79413,1.00000,1.00000,1.00000,0.69179
74,0.74174,0.59424,0.67401,0.54536,0.93813,0.31934,0.49828,1.05727,1.33891,0.76065,0.76618,0.78333,4.67417,1.69360,1.00000,1.00000,1.00000,0.70375
76,0.75065,0.61129,0.65245,0.56511,0.93619,0.33097,0.50166,1.03709,1.31744,0.76635,0.77086,0.78496,4.67417,1.69618,1.00000,1.00000,1.00000,0.68130
78,0.75226,0.60743,0.65337,0.55943,0.94509,0.33309,0.50314,1.04341,1.32353,0.77382,0.77703,0.78904,4.68704,1.71422,0.00000,1.00000,1.00000,0.69264
80,0.74764,0.60059,0.67523,0.55186,0.94341,0.32705,0.51213,1.02230,1.30282,0.77293,0.77753,0.79054,4.54540,1.82249,0.00000,1.00000,1.00000,0.67034
82,0.76318,0.63178,0.63828,0.58823,0.93813,0.34787,0.52018,1.03128,1.31509,0.76723,0.77187,0.79129,4.80293,1.73742,0.00000,1.00000,1.00000,0.67932
84,0.77968,0.67181,0.60538,0.63606,0.92330,0.37260,0.52490,1.02256,1.30321,0.77679,0.78075,0.78972,4.69992,1.58018,0.00000,1.00000,1.00000,0.67160
86,0.73014,0.55320,0.69367,0.49457,0.96571,0.30630,0.52348,1.05700,1.32898,0.78131,0.78519,0.79582,4.77718,1.62142,1.00000,1.00000,1.00000,0.70223
88,0.77725,0.66386,0.61526,0.62629,0.92820,0.36850,0.52071,1.01114,1.27896,0.78204,0.78789,0.79508,4.68704,1.68587,1.00000,1.00000,1.00000,0.65824
90,0.75716,0.62501,0.63872,0.58122,0.93310,0.33975,0.51667,1.01089,1.29301,0.78371,0.78920,0.79648,4.59691,1.78898,0.00000,1.00000,1.00000,0.66547
92,0.74456,0.58563,0.67926,0.53295,0.95617,0.32343,0.52269,0.98843,1.26048,0.79081,0.79283,0.79672,4.54540,1.81733,0.00000,1.00000,1.00000,0.63982
94,0.77042,0.64805,0.63354,0.60749,0.93336,0.35823,0.53562,0.99150,1.26612,0.78908,0.79438,0.79694,4.75143,1.86373,0.00000,1.00000,1.00000,0.64335
96,0.76265,0.62543,0.63400,0.57995,0.94535,0.34695,0.53910,0.98486,1.25498,0.79229,0.79713,0.79724,4.55828,1.58018,1.00000,1.00000,1.00000,0.63779
98,0.76098,0.62172,0.64854,0.57557,0.94638,0.34467,0.53916,0.97806,1.25185,0.79567,0.79810,0.80132,4.66129,1.75031,0.00000,1.00000,1.00000,0.63056
100,0.77256,0.64936,0.62772,0.60853,0.93658,0.36109,0.54591,0.96214,1.23484,0.79755,0.80189,0.80370,4.69992,1.62400,0.00000,1.00000,1.00000,0.61732
