Epoch,Balanced Accuracy,Accuracy,Pose Loss,Pose Recall Neg,Pose Recall Pos,MCC,PR AUC,MAE,RMSE,Pearson R,Spearman Rho,C-index,EF_1pct,EF_5pct,Success_at_1,Success_at_5,Success_at_10,Affinity Loss
68,0.73341,0.88180,0.38622,0.93098,0.53583,0.46260,0.54869,0.89885,1.16804,0.82874,0.83188,0.82086,3.00022,1.89982,1.00000,1.00000,1.00000,0.56903
70,0.79848,0.68236,0.52728,0.64388,0.95308,0.39799,0.64060,0.87867,1.14718,0.85457,0.85828,0.83110,3.36076,2.33031,1.00000,1.00000,1.00000,0.55271
72,0.70496,0.49420,0.77755,0.42435,0.98556,0.27975,0.60653,0.93222,1.19575,0.84700,0.84611,0.82640,3.02598,1.84053,1.00000,1.00000,1.00000,0.59677
74,0.82920,0.75349,0.46950,0.72840,0.93001,0.45463,0.65651,0.94901,1.22791,0.83544,0.83774,0.82294,3.32214,2.38444,1.00000,1.00000,1.00000,0.61790
76,0.79866,0.69391,0.54158,0.65920,0.93813,0.40016,0.63688,0.79962,1.05466,0.86931,0.87430,0.84598,3.00022,2.10347,1.00000,1.00000,1.00000,0.48259
78,0.82400,0.83210,0.37715,0.83478,0.81323,0.49677,0.61887,0.83392,1.08595,0.85857,0.85956,0.83804,2.80708,1.81991,1.00000,1.00000,1.00000,0.50907
80,0.83922,0.78091,0.49769,0.76158,0.91686,0.47898,0.66599,0.79326,1.04810,0.86501,0.86728,0.84233,3.70843,2.41022,1.00000,1.00000,1.00000,0.47417
82,0.78589,0.64996,0.60334,0.60491,0.96687,0.37835,0.63963,0.74010,0.97483,0.87953,0.88075,0.84988,2.80708,2.09831,1.00000,1.00000,1.00000,0.42537
84,0.74128,0.55558,0.68963,0.49404,0.98853,0.32140,0.64862,0.84293,1.09667,0.87477,0.87825,0.84878,2.93584,1.54924,1.00000,1.00000,1.00000,0.52004
86,0.76423,0.59644,0.61116,0.54083,0.98763,0.34932,0.65927,0.81586,1.07400,0.86317,0.86495,0.83838,3.02598,1.92560,1.00000,1.00000,1.00000,0.49520
88,0.77158,0.61532,0.60579,0.56353,0.97963,0.35861,0.65827,0.71361,0.94935,0.88608,0.88846,0.85652,3.11611,1.93333,1.00000,1.00000,1.00000,0.40313
90,0.81184,0.71660,0.51429,0.68503,0.93864,0.42160,0.62515,0.70596,0.93369,0.89099,0.89376,0.85982,3.07748,2.27618,1.00000,1.00000,1.00000,0.39771
92,0.82583,0.73015,0.48414,0.69844,0.95321,0.44258,0.67124,0.74549,0.98506,0.88756,0.89069,0.85896,3.09036,2.06738,1.00000,1.00000,1.00000,0.43178
94,0.80486,0.67397,0.54438,0.63060,0.97912,0.40497,0.68788,0.72565,0.95766,0.88799,0.88805,0.85994,3.20625,2.04933,1.00000,1.00000,1.00000,0.41142
96,0.80254,0.67049,0.56059,0.62673,0.97834,0.40160,0.69015,0.74617,0.99297,0.89074,0.89250,0.85708,2.74269,1.70133,1.00000,1.00000,1.00000,0.43792
98,0.85110,0.82058,0.35597,0.81047,0.89172,0.51800,0.68412,0.72856,0.97793,0.88654,0.89197,0.85958,3.50241,2.33031,1.00000,1.00000,1.00000,0.42012
100,0.82819,0.72964,0.50154,0.69698,0.95940,0.44534,0.67548,0.71849,0.94437,0.90880,0.91266,0.87264,3.05173,2.29680,1.00000,1.00000,1.00000,0.41174
