Epoch,Balanced Accuracy,Accuracy,Pose Loss,Pose Recall Neg,Pose Recall Pos,MCC,PR AUC,MAE,RMSE,Pearson R,Spearman Rho,C-index,EF_1pct,EF_5pct,Success_at_1,Success_at_5,Success_at_10,Affinity Loss
68,0.79113,0.75314,0.56990,0.74055,0.84171,0.40817,0.53438,0.98915,1.26556,0.81162,0.81560,0.81034,3.07748,1.47964,1.00000,1.00000,1.00000,0.64649
70,0.78938,0.69122,0.59408,0.65868,0.92008,0.38797,0.55688,1.06673,1.35337,0.75028,0.75682,0.77822,3.10323,2.04933,1.00000,1.00000,1.00000,0.71418
72,0.81784,0.80079,0.48924,0.79513,0.84055,0.46535,0.58402,1.02493,1.31523,0.78673,0.79194,0.79964,2.62680,1.67040,0.00000,0.00000,0.00000,0.67713
74,0.77656,0.65308,0.60065,0.61216,0.94096,0.36655,0.57342,0.92658,1.20790,0.82661,0.83079,0.81998,2.29202,1.94107,1.00000,1.00000,1.00000,0.59339
76,0.80357,0.81627,0.46196,0.82047,0.78667,0.45977,0.54044,1.19923,1.51212,0.75185,0.75449,0.77682,2.38215,1.87147,1.00000,1.00000,1.00000,0.84678
78,0.73253,0.87397,0.39588,0.92085,0.54421,0.44642,0.54335,0.98252,1.26677,0.81772,0.82477,0.81356,2.52379,2.02098,0.00000,0.00000,0.00000,0.64101
80,0.77303,0.64157,0.59404,0.59800,0.94805,0.36116,0.57500,1.02397,1.31377,0.80397,0.80787,0.80546,3.42515,2.00293,1.00000,1.00000,1.00000,0.68420
82,0.80010,0.79576,0.48854,0.79433,0.80588,0.44109,0.56234,1.14123,1.45157,0.73874,0.72642,0.76956,3.10323,1.59822,1.00000,1.00000,1.00000,0.79310
84,0.79672,0.69613,0.56351,0.66279,0.93065,0.39814,0.59627,0.85352,1.10247,0.84359,0.84688,0.82640,3.11611,1.83538,0.00000,1.00000,1.00000,0.52004
86,0.78845,0.70575,0.53387,0.67834,0.89856,0.38983,0.59505,0.86645,1.12072,0.83885,0.84159,0.82828,3.18049,2.20142,1.00000,1.00000,1.00000,0.53237
88,0.70294,0.49435,0.75727,0.42522,0.98067,0.27680,0.50630,1.00119,1.28016,0.81537,0.82281,0.81108,2.39503,1.66267,1.00000,1.00000,1.00000,0.65654
90,0.79028,0.66954,0.60056,0.62953,0.95102,0.38582,0.60531,0.91406,1.17906,0.82530,0.83051,0.82040,3.10323,1.36364,1.00000,1.00000,1.00000,0.57193
92,0.70129,0.48981,0.74909,0.41972,0.98286,0.27531,0.58927,1.01223,1.29665,0.79063,0.79418,0.80122,3.23200,2.20916,1.00000,1.00000,1.00000,0.66736
94,0.81155,0.80526,0.44802,0.80318,0.81993,0.46098,0.58169,0.86498,1.12159,0.84865,0.85321,0.82838,2.18900,1.63173,1.00000,1.00000,1.00000,0.53351
96,0.76193,0.60712,0.62253,0.55582,0.96803,0.34591,0.61098,0.80255,1.04271,0.87029,0.87343,0.84348,2.51092,1.81733,1.00000,1.00000,1.00000,0.47885
98,0.81647,0.75723,0.52750,0.73760,0.89533,0.44069,0.60423,0.82171,1.06992,0.85591,0.85739,0.83512,2.76845,1.44356,1.00000,1.00000,1.00000,0.49007
100,0.62782,0.35147,0.89339,0.25989,0.99575,0.20111,0.57516,0.93598,1.21165,0.83715,0.83974,0.82582,2.65256,1.41520,1.00000,1.00000,1.00000,0.59788
