Epoch,Balanced Accuracy,Accuracy,Pose Loss,Pose Recall Neg,Pose Recall Pos,MCC,PR AUC,MAE,RMSE,Pearson R,Spearman Rho,C-index,EF_1pct,EF_5pct,Success_at_1,Success_at_5,Success_at_10,Affinity Loss
68,0.81723,0.69080,0.50771,0.64890,0.98556,0.42303,0.72664,0.86661,1.11621,0.85728,0.86423,0.83942,2.74269,1.57244,1.00000,1.00000,1.00000,0.53722
70,0.80097,0.66127,0.58408,0.61497,0.98698,0.39869,0.72822,0.79191,1.03145,0.86701,0.87109,0.84158,2.61393,2.15760,1.00000,1.00000,1.00000,0.47025
72,0.81735,0.68984,0.52889,0.64758,0.98711,0.42302,0.73703,0.99002,1.29468,0.82934,0.83037,0.82104,2.67831,1.61369,1.00000,1.00000,1.00000,0.65261
74,0.82997,0.71640,0.49014,0.67877,0.98118,0.44407,0.74157,0.80265,1.05285,0.85945,0.86172,0.83870,2.34352,1.63431,1.00000,1.00000,1.00000,0.48003
76,0.78970,0.63940,0.56773,0.58959,0.98982,0.38276,0.71054,0.78375,1.02249,0.87751,0.88013,0.84940,2.53667,1.77609,1.00000,1.00000,1.00000,0.46089
78,0.75292,0.56918,0.64647,0.50829,0.99755,0.33597,0.72320,0.80751,1.06912,0.87067,0.87514,0.84662,2.48516,2.08800,0.00000,0.00000,1.00000,0.48832
80,0.82824,0.71570,0.51769,0.67840,0.97809,0.44175,0.74500,0.78018,1.02215,0.87009,0.87385,0.84642,2.85858,1.79156,1.00000,1.00000,1.00000,0.45739
82,0.79751,0.65045,0.57561,0.60172,0.99330,0.39343,0.73863,0.81562,1.05707,0.85806,0.85941,0.83890,2.84570,1.88178,1.00000,1.00000,1.00000,0.48305
84,0.84566,0.74048,0.45449,0.70563,0.98569,0.47005,0.76494,0.86065,1.12104,0.86189,0.86099,0.84238,2.91009,1.75031,1.00000,1.00000,1.00000,0.53280
86,0.80142,0.65876,0.54304,0.61148,0.99136,0.39906,0.74451,0.73987,0.97465,0.88900,0.89289,0.86210,2.54955,1.67813,1.00000,1.00000,1.00000,0.42304
88,0.88229,0.85486,0.30053,0.84578,0.91879,0.58335,0.75220,0.81828,1.07028,0.87495,0.87759,0.85016,2.35640,1.54409,1.00000,1.00000,1.00000,0.49029
90,0.88170,0.82799,0.34195,0.81019,0.95321,0.55836,0.77040,0.70896,0.93238,0.89339,0.89530,0.85862,2.53667,2.00036,1.00000,1.00000,1.00000,0.40015
92,0.83114,0.71321,0.47675,0.67413,0.98814,0.44478,0.75751,0.97364,1.27306,0.84218,0.84257,0.82510,2.02161,1.36107,1.00000,1.00000,1.00000,0.63813
